Item Number,Item Description,Qty ,,Price,Department Name,,,,,,,,,,,,,,,,
600,MASKING TAPE GREEN,0,,"$4,602.00",Stationery,,,,,,,,,,,,,,,,
627,"studmark invisible tape
34X36 Yard",20,,"$3,049.00",Stationery,,,,,,,,,,,,,,,,
654,1/4 LBS CARD BOARD,0,,"$4,361.00",Stationery,,,,,,,,,,,,,,,,
681,ECLIPSE L/S PAPER,140,,"$2,205.00",Stationery,,,,,,,,,,,,,,,,
708,THE FOX AND THE STORK,0,,"$1,851.00",Stationery,,,,,,,,,,,,,,,,
735,RING BINDER 1.5,1,,"$4,334.00",Stationery,,,,,,,,,,,,,,,,
762,SMILE FACE,63,,$968.00,CRAFT,,,,,,,,,,,,,,,,
789,POINTER GOLD LETTER,0,,"$3,612.00",Stationery,,,,,,,,,,,,,,,,
816,STAR,0,,"$4,018.00",CRAFT,,,,,,,,,,,,,,,,
466,Pencil Maped 12 pk,0,,"$3,998.00",Stationery,,,,,,,,,,,,,,,,
493,PRITT GLUE 55,3,,"$2,013.00",Stationery,,,,,,,,,,,,,,,,
520,GLITTER GLUE BLUE,1,,"$3,688.00",Stationery,,,,,,,,,,,,,,,,
547,31/45/60 DEG SET,1,,"$4,904.00",Stationery,,,,,,,,,,,,,,,,
574,ENVELOPE SMALL PILL,3479,,$867.00,Stationery,,,,,,,,,,,,,,,,
601,MASKING TAPE 1'',1,,"$4,140.00",Stationery,,,,,,,,,,,,,,,,
628,FORCE CLEAR TAPE,0,,"$1,080.00",Stationery,,,,,,,,,,,,,,,,
655,2 LB CARDBOARD,4,,"$4,407.00",Stationery,,,,,,,,,,,,,,,,
682,ECLIPSE  LEGAL,27,,"$4,318.00",Stationery,,,,,,,,,,,,,,,,
709,BILL'S DAY OUT,0,,"$2,268.00",Books,,,,,,,,,,,,,,,,
736,studmark 2'' Ring Binder,0,,"$2,375.00",Stationery,,,,,,,,,,,,,,,,
763,FOAM LETTERS,0,,$910.00,CRAFT,,,,,,,,,,,,,,,,
790,FELT FLOWERS,3,,"$4,203.00",Stationery,,,,,,,,,,,,,,,,
817,Digestive System,0,,"$4,863.00",CRAFT,,,,,,,,,,,,,,,,
845,MAGNECTIC TAPE 95cm,1,,$619.00,CRAFT,,,,,,,,,,,,,,,,
850,NUMBER LINE BOARD,1,,"$1,228.00",Stationery,,,,,,,,,,,,,,,,
877,First Steps in Science - Activity Book Year 4,3,,"$4,722.00",Old Stock,,,,,,,,,,,,,,,,
904,SWING INTO ENGLISH BOOKS 3,0,,"$1,777.00",Old Stock,,,,,,,,,,,,,,,,
931,110 ENGLISH LANGUAGE,3,,$344.00,NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
948,A NARROW ESCAPE Rdr D,2,,"$4,728.00",Books,,,,,,,,,,,,,,,,
957,BRIGHT SPARK WKBK 6,19,,"$1,211.00",Books,,,,,,,,,,,,,,,,
964,CONCEPT MATHS GR 1,7,,"$4,405.00",Books,,,,,,,,,,,,,,,,
969,Paint Brush # 4 -5 R/F,31,,"$1,215.00",Stationery,,,,,,,,,,,,,,,,
985,PENTEL EENERGEL PEN,15,,"$1,775.00",Stationery,,,,,,,,,,,,,,,,
990,GLITTER FOAMY FIGURES,1,,"$4,630.00",Stationery,,,,,,,,,,,,,,,,
995,CLEAR FRONT REPORT,5,,"$2,806.00",Stationery,,,,,,,,,,,,,,,,
846,CONSTRUCTION PAPER {FORCE},2,,"$2,538.00",CRAFT,,,,,,,,,,,,,,,,
851,BINDING 50 PAGES,232,,$651.00,SERVICE,,,,,,,,,,,,,,,,
878,FIRST STEPS IN SCIENCE ACTIVITY BOOK  YEAR 5,1,,"$2,685.00",Old Stock,,,,,,,,,,,,,,,,
905,SWING INTO ENGLISH BOOKS 1,0,,"$4,981.00",Old Stock,,,,,,,,,,,,,,,,
932,COMPOSIT & COMPREHENSION BK4,1,,"$2,139.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
949,GRADE 3 PHONICS STEPS TO PEP,16,,"$2,841.00",Books,,,,,,,,,,,,,,,,
958,ARROW 3/8'' STAPLES,0,,$818.00,Stationery,,,,,,,,,,,,,,,,
970,Paint Brush # 2 -3,5,,"$3,890.00",Stationery,,,,,,,,,,,,,,,,
986,PENTEL EENERGEL PEN black,18,,"$1,090.00",Stationery,,,,,,,,,,,,,,,,
991,FOAM FLOWERS,0,,$370.00,Stationery,,,,,,,,,,,,,,,,
996,foam clock,0,,"$4,037.00",Stationery,,,,,,,,,,,,,,,,
997,folder  sheets 50,21,,"$1,889.00",Stationery,,,,,,,,,,,,,,,,
385,LIBERTIES LOST,1,,"$4,373.00",Books,,,,,,,,,,,,,,,,
386,CAPE ECONOMICS UNIT 1,2,,$960.00,Books,,,,,,,,,,,,,,,,
387,ECONOMICS FOR CSEC,1,,"$1,325.00",Books,,,,,,,,,,,,,,,,
388,CSEC  CARIBBEAN HISTORY STUDY GUIDE,2,,"$1,767.00",Books,,,,,,,,,,,,,,,,
389,A COMPREHENSIVE ENG COURSE BK2,0,,"$3,251.00",Books,,,,,,,,,,,,,,,,
390,SEASIDE BIBLE FOR CHILDREN,0,,"$3,438.00",Books,,,,,,,,,,,,,,,,
391,Seventh-day Adventist Hymnal { SMALL},1,,"$1,102.00",Books,,,,,,,,,,,,,,,,
392,Seventh-day Adventist Hymnal {LARGE},1,,"$1,126.00",Books,,,,,,,,,,,,,,,,
393,Caribbean School Hymn Book,8,,"$3,145.00",Books,,,,,,,,,,,,,,,,
394,RECEIPT WITH CARBON,29,,"$2,795.00",Stationery,,,,,,,,,,,,,,,,
395,MARKER {MARK -4- ALL,18,,$388.00,Stationery,,,,,,,,,,,,,,,,
396,STUDMARK GLUE STICK,219,,"$2,939.00",Stationery,,,,,,,,,,,,,,,,
397,STABILO Markers - WhiteBoard,55,,$861.00,Stationery,,,,,,,,,,,,,,,,
398,EXPO MARKERS ASSORTED COLOURS,20,,"$2,179.00",Stationery,,,,,,,,,,,,,,,,
820,LETTERS  MEDIUM,2,,"$4,421.00",CRAFT,,,,,,,,,,,,,,,,
852,CRACK AND PEEL,42,,"$1,737.00",Stationery,,,,,,,,,,,,,,,,
879,HODDER BK4,2,,"$4,763.00",Old Stock,,,,,,,,,,,,,,,,
906,ENGLISH FOR LIFE BOOK 2,0,,"$3,972.00",Old Stock,,,,,,,,,,,,,,,,
933,Gateway to Leteracy Literacy Skills,5,,"$3,519.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
950,JOLLY PHONICS PUPIL B3,14,,"$4,617.00",CRAFT,,,,,,,,,,,,,,,,
959,ARROW 1/4'' STAPLES,0,,"$2,949.00",Stationery,,,,,,,,,,,,,,,,
971,Paint Brush #1 R/F,1,,"$1,987.00",Stationery,,,,,,,,,,,,,,,,
987,Rubber Bands Good Friensd,7,,"$1,901.00",Stationery,,,,,,,,,,,,,,,,
992,HEARTS,3,,"$4,588.00",Stationery,,,,,,,,,,,,,,,,
998,colour pencils studmark,3,,"$1,183.00",Stationery,,,,,,,,,,,,,,,,
1009,KHAKI SHIRT  8,7,,"$2,948.00",Uniform,,,,,,,,,,,,,,,,
821,30Pcs Pipe cleaner,0,,"$3,525.00",CRAFT,,,,,,,,,,,,,,,,
853,Machine Roll 2 1/4x150 ply,0,,"$1,736.00",SERVICE,,,,,,,,,,,,,,,,
880,Smart Speller Book 1 - An Integrated Approach,5,,"$4,601.00",Old Stock,,,,,,,,,,,,,,,,
907,GSAT MACMILLAN  ENGLISH,0,,"$1,827.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
934,LIVE LANGUAGE BOOK 2,19,,"$1,140.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
951,JOLLY PHONICS PUPIL B2,8,,"$1,412.00",Books,,,,,,,,,,,,,,,,
972,MAGNET 20MM,1,,"$2,166.00",Stationery,,,,,,,,,,,,,,,,
999,ARROW BALL POINT 0.7,50,,"$4,916.00",Stationery,,,,,,,,,,,,,,,,
1010,KHAKI SHIRT SIZE 6,0,,"$2,074.00",Uniform,,,,,,,,,,,,,,,,
1027,Glitter dust Assorted,487,,$854.00,Stationery,,,,,,,,,,,,,,,,
1031,Winners H/C Book,0,,"$2,381.00",Books,,,,,,,,,,,,,,,,
1035,Mathematics Prepping For Pep GR 4,20,,"$4,043.00",Books,,,,,,,,,,,,,,,,
1058,INVOICE TRIPLICATE,1,,"$4,478.00",Stationery,,,,,,,,,,,,,,,,
1061,Paid Stamp,0,,"$1,737.00",Stationery,,,,,,,,,,,,,,,,
1088,Studmark lady bug and bee,10,,"$4,643.00",Stationery,,,,,,,,,,,,,,,,
1091,Let's Learn Our Island K2,25,,"$1,605.00",Books,,,,,,,,,,,,,,,,
1118,Bond Non-verbal Reasoning 9-10,12,,"$4,995.00",Books,,,,,,,,,,,,,,,,
1133,large print word search,0,,"$2,737.00",Books,,,,,,,,,,,,,,,,
1135,SCRAP BOOK LARGE,5,,"$1,149.00",Stationery,,,,,,,,,,,,,,,,
1138,THE YOUNG WARRIORS,3,,"$3,077.00",Books,,,,,,,,,,,,,,,,
1155,Rediscovering Mathematics 4,2,,"$3,023.00",Books,,,,,,,,,,,,,,,,
1169,Easy Approach to Skills in Geography,0,,"$4,766.00",Books,,,,,,,,,,,,,,,,
1196,note book 5x8,0,,"$1,293.00",Stationery,,,,,,,,,,,,,,,,
822,FOAM NUMBERS,1,,"$3,065.00",CRAFT,,,,,,,,,,,,,,,,
854,MACHINE ROLL 3 1/8 sheen BLACK,65,,"$3,599.00",SERVICE,,,,,,,,,,,,,,,,
881,English A for CSEC,1,,$379.00,Old Stock,,,,,,,,,,,,,,,,
908,The New Inte Numeracy wkbk 4,6,,"$3,059.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
935,BRIGHT SPARK WKB 5,5,,"$4,237.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
952,BIG & EASY COLOURING BOOK,0,,"$3,633.00",Books,,,,,,,,,,,,,,,,
973,MAGNET 30 MM,0,,"$3,226.00",Stationery,,,,,,,,,,,,,,,,
1000,STUDMARK RUBBER BAND,8,,"$1,465.00",Stationery,,,,,,,,,,,,,,,,
1011,KHAKI SHIRT 12,0,,"$4,123.00",Uniform,,,,,,,,,,,,,,,,
1028,Glitter dust GOLD,20,,"$1,317.00",Stationery,,,,,,,,,,,,,,,,
1032,FOLDER LEAVES 100PK,20,,"$3,589.00",Stationery,,,,,,,,,,,,,,,,
1037,snow white story,0,,$248.00,Books,,,,,,,,,,,,,,,,
823,GLITTER ASSORTED,0,,$328.00,CRAFT,,,,,,,,,,,,,,,,
855,MISSION SCIENCE WB 6,0,,$584.00,SERVICE,,,,,,,,,,,,,,,,
882,A COMPREHENSIVE ENGLISH COURSE,0,,"$4,286.00",Old Stock,,,,,,,,,,,,,,,,
909,GATEWAY TO NUMERACY SKILLS,30,,$163.00,NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
936,NEW INTEGRATED LITERACY  WORK BOOK 4,26,,$768.00,NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
953,JOLLY PHONICS GRAM B3,1,,"$2,983.00",Books,,,,,,,,,,,,,,,,
974,Studmark Glitter 5pcs D/C,0,,"$3,617.00",Stationery,,,,,,,,,,,,,,,,
1001,scissor 8'' stud mark,0,,"$3,154.00",Stationery,,,,,,,,,,,,,,,,
1012,KHAKI SHIRT 18,1,,"$4,050.00",Uniform,,,,,,,,,,,,,,,,
1029,EMAIL,269,,"$4,730.00",SERVICE,,,,,,,,,,,,,,,,
1033,Rent receipt,18,,"$4,101.00",Stationery,,,,,,,,,,,,,,,,
1038,word surch large print,1,,"$4,341.00",Stationery,,,,,,,,,,,,,,,,
824,FEATHER LARGER,1,,"$2,321.00",CRAFT,,,,,,,,,,,,,,,,
856,SARGENT ART DOUGH 6,1,,"$1,135.00",Stationery,,,,,,,,,,,,,,,,
883,English for Life 1,3,,"$2,095.00",Old Stock,,,,,,,,,,,,,,,,
910,PAM AND TIM,6,,"$3,974.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
937,BRIGHT IDEAS  STUDENT BOOK 4,5,,"$3,641.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
975,HP BLACK XL 60,1,,"$4,397.00",Stationery,,,,,,,,,,,,,,,,
1002,ChALK 12PK COLOUR,8,,"$2,242.00",Stationery,,,,,,,,,,,,,,,,
1013,WHITE BOY SHIRT 12,4,,"$1,485.00",Uniform,,,,,,,,,,,,,,,,
1039,WORD SEARCH,12,,"$2,923.00",Books,,,,,,,,,,,,,,,,
1059,CSEC Biology Study Guide,0,,"$1,310.00",Books,,,,,,,,,,,,,,,,
1062,A-Z F/S EXPANDING FOLDER,0,,"$4,911.00",Stationery,,,,,,,,,,,,,,,,
1089,Krach A4 expanding file,0,,"$1,629.00",Stationery,,,,,,,,,,,,,,,,
825,foamy glitter,0,,"$2,848.00",CRAFT,,,,,,,,,,,,,,,,
857,"SMALL INVOICE ,CASH, ORDER",6,,"$2,506.00",SERVICE,,,,,,,,,,,,,,,,
884,A COMPREHENSIVE ENG COURSE BOOK 2,0,,"$1,565.00",Old Stock,,,,,,,,,,,,,,,,
911,JPSS BRIGHT IDEAS GRADE 5 STUDENT BK,0,,"$1,892.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
938,MODERN MATH GRADE 3,0,,"$2,633.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
976,flex ruler 12'',9,,"$2,711.00",Stationery,,,,,,,,,,,,,,,,
1003,CKALK 12PK WHITE,2,,"$3,653.00",Stationery,,,,,,,,,,,,,,,,
1014,WHITE BOY SHIRT 10,3,,"$3,924.00",Uniform,,,,,,,,,,,,,,,,
1040,CLASSIC PRINCESS STORIES,0,,$190.00,Books,,,,,,,,,,,,,,,,
1063,Brother LC3019YXXL,0,,$825.00,Stationery,,,,,,,,,,,,,,,,
1092,Let's Learn Infant Phonics K1,1,,"$1,273.00",Books,,,,,,,,,,,,,,,,
1119,Helix Set Square 60-30,1,,$781.00,Books,,,,,,,,,,,,,,,,
826,PARTY STREAMERS,1,,"$2,826.00",CRAFT,,,,,,,,,,,,,,,,
858,Language Tree SB 6,0,,$815.00,SERVICE,,,,,,,,,,,,,,,,
885,FUNDAMENTALS OF IT TECHNOLOGY BOOK 3,2,,"$3,603.00",Old Stock,,,,,,,,,,,,,,,,
912,Multiple Choice Asst Test,4,,"$1,280.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
939,MODERN MATH BK 5,18,,"$4,282.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
977,RULER 12',18,,$484.00,Stationery,,,,,,,,,,,,,,,,
1004,HP XL 664 black,1,,"$4,412.00",Stationery,,,,,,,,,,,,,,,,
1015,WHITE BOY SHIRT 14,3,,"$2,919.00",Uniform,,,,,,,,,,,,,,,,
1041,ILLUSTRATED TREASSURY OF CLASSIC STORIES,0,,"$3,832.00",Books,,,,,,,,,,,,,,,,
1064,DALLY DUCK,1,,"$4,933.00",Stationery,,,,,,,,,,,,,,,,
1093,Rainbow Reader 2 Workbook,1,,$177.00,Books,,,,,,,,,,,,,,,,
1120,Helix Oxford Origin Math Set,9,,"$4,799.00",Books,,,,,,,,,,,,,,,,
827,SUN BABY,0,,"$2,608.00",CRAFT,,,,,,,,,,,,,,,,
859,JUST THINK PERFORMANCE TASK 6,3,,"$4,934.00",Books,,,,,,,,,,,,,,,,
886,English B for CSEC,1,,"$2,825.00",Old Stock,,,,,,,,,,,,,,,,
913,Composition Practice Bk5,0,,"$4,030.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
940,CONCEPT MATH GR1,20,,"$4,089.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
978,CLEAR RULER,2,,"$2,419.00",Stationery,,,,,,,,,,,,,,,,
1005,664 hp colour,4,,"$2,989.00",Stationery,,,,,,,,,,,,,,,,
1016,WHITE GIRL SHIRT 10,4,,"$1,104.00",Uniform,,,,,,,,,,,,,,,,
1042,LITTLE RED RIDING HOOD,0,,"$1,683.00",Books,,,,,,,,,,,,,,,,
1065,Brother LC3019CXXL,0,,$619.00,Stationery,,,,,,,,,,,,,,,,
1094,Reggae Reader 2,12,,"$2,742.00",Books,,,,,,,,,,,,,,,,
1121,Helix Oxford Clash Math Set,0,,"$4,850.00",Books,,,,,,,,,,,,,,,,
828,TODY CASTLE,14,,"$1,067.00",CRAFT,,,,,,,,,,,,,,,,
860,GEL-INK 0.5MM,0,,"$2,294.00",Stationery,,,,,,,,,,,,,,,,
887,FUNDAMENTALS OF IT TECHNOLOGY BOOK 2,1,,"$1,422.00",Old Stock,,,,,,,,,,,,,,,,
914,Nelson Primary Maths Junior Book 3,1,,"$1,798.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
941,CONCEPTS INTRODUCTION,14,,$219.00,NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
979,12'' ruler,1,,$350.00,Stationery,,,,,,,,,,,,,,,,
1006,studmark stapler {4305},5,,"$4,739.00",Stationery,,,,,,,,,,,,,,,,
1017,WHITE GIRL SHIRT 14,9,,"$2,770.00",Uniform,,,,,,,,,,,,,,,,
1043,AT THE CARNIVAL,0,,"$3,377.00",Books,,,,,,,,,,,,,,,,
1066,TAPE IT CELLO TAPE,15,,"$2,105.00",Stationery,,,,,,,,,,,,,,,,
1095,Rainbow Reader 3 Workbook,12,,"$3,127.00",Books,,,,,,,,,,,,,,,,
1122,Helix 30'' Acrylic T-Square,1,,"$4,386.00",Stationery,,,,,,,,,,,,,,,,
829,FOAM FRIENDS FOREVER,0,,"$1,230.00",CRAFT,,,,,,,,,,,,,,,,
861,KHAKI PANTS 20,3,,"$4,835.00",Uniform,,,,,,,,,,,,,,,,
888,New Caribbean Junior English 1 - An Integrated Approach,0,,"$3,457.00",Old Stock,,,,,,,,,,,,,,,,
915,Composition Practice BK4,10,,"$2,283.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
942,CONCEPTS IN MATHS  GRADE 2 VOL 2,8,,"$1,261.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
980,BAMBOO SKEWERS,23,,"$2,162.00",Stationery,,,,,,,,,,,,,,,,
1007,Padded envelope 14 X 16,6,,"$3,598.00",Stationery,,,,,,,,,,,,,,,,
1018,WHITE GIRL SHIRT 16,5,,"$2,528.00",Uniform,,,,,,,,,,,,,,,,
1044,GOLDILOCKS AND THE THREE BEARS,0,,"$4,637.00",Books,,,,,,,,,,,,,,,,
1067,A-Z L/S EXPANDING FOLDER,1,,"$1,098.00",Stationery,,,,,,,,,,,,,,,,
1096,Language Tree SB 3,26,,"$4,221.00",Books,,,,,,,,,,,,,,,,
1123,Papermate 24pk Pencils,5,,"$1,761.00",Stationery,,,,,,,,,,,,,,,,
830,MEDLEY PUZZLE,0,,$265.00,CRAFT,,,,,,,,,,,,,,,,
862,A Separate Peace,9,,"$2,568.00",Old Stock,,,,,,,,,,,,,,,,
889,New Caribbean Junior English 3 - An Integrated Approach,0,,"$3,903.00",Old Stock,,,,,,,,,,,,,,,,
916,EASY PASS FOR GSAT SCIENCE 4-6,3,,"$3,373.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
943,CONCEPTS IN MATHS  GRADE 2 VOL 1,14,,"$4,666.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
981,CARBON,168,,"$2,206.00",Stationery,,,,,,,,,,,,,,,,
1019,WHITE GIRL SHIRT 12,9,,"$3,136.00",Uniform,,,,,,,,,,,,,,,,
1045,CHICKEN LICKEN,0,,$377.00,Books,,,,,,,,,,,,,,,,
1068,CUTTER,0,,"$4,693.00",Stationery,,,,,,,,,,,,,,,,
1097,Reggae Reader 3,0,,"$3,549.00",Books,,,,,,,,,,,,,,,,
1124,Maped Duo Colorpeps Markers,22,,$598.00,Stationery,,,,,,,,,,,,,,,,
1136,SCRAP BOOK SM,0,,"$2,542.00",Stationery,,,,,,,,,,,,,,,,
831,FOAM SHAPE,0,,$814.00,CRAFT,,,,,,,,,,,,,,,,
863,The Taming of the Shrew,3,,"$2,785.00",Old Stock,,,,,,,,,,,,,,,,
890,Macmillan Primary Integrated Studies - My School Grade 1 Term 3,0,,"$2,266.00",Old Stock,,,,,,,,,,,,,,,,
917,EASY PASS FOR GSAT LANGUAGEE 4-6,2,,"$3,377.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
1020,WHITE ROUNDNECK BLOUSE 14,3,,"$2,835.00",Uniform,,,,,,,,,,,,,,,,
1046,CHICKEN LICKENEPPAPIG  GOING ON HOLIDAY,0,,"$2,028.00",Books,,,,,,,,,,,,,,,,
1069,Infant Int Mathematics wkbk2,11,,"$2,405.00",Books,,,,,,,,,,,,,,,,
1098,Mission Science WB 5,27,,"$2,707.00",Books,,,,,,,,,,,,,,,,
1125,Helix Flexi 12'' Ruler,6,,"$4,061.00",Stationery,,,,,,,,,,,,,,,,
1139,SUNSONG 1,3,,"$4,919.00",Books,,,,,,,,,,,,,,,,
1156,Bond Assessment in English 8-9,1,,"$2,936.00",Books,,,,,,,,,,,,,,,,
1170,Mathematics Performance Task Grade 5 - Prepping For PEP,23,,"$1,106.00",Books,,,,,,,,,,,,,,,,
1197,boys Colouring Book,0,,$404.00,SERVICE,,,,,,,,,,,,,,,,
832,LETTER /NUMBERS  MAGNETIC,0,,"$3,903.00",CRAFT,,,,,,,,,,,,,,,,
864,Ways of Sunlight,6,,"$2,164.00",Old Stock,,,,,,,,,,,,,,,,
891,BRIGHT SPARKS MATHS WKBK 4,12,,"$2,734.00",Old Stock,,,,,,,,,,,,,,,,
918,EASY PASS FOR GSAT MATHEMATICS 4-6,3,,"$3,532.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
1021,WHITE ROUNDNECK BLOUSE 12,3,,"$2,054.00",Uniform,,,,,,,,,,,,,,,,
1047,Crayola 24 pk Pencil Crayon,15,,"$4,561.00",Stationery,,,,,,,,,,,,,,,,
1070,Infant Integrated Math wkbk 3,27,,"$3,141.00",Books,,,,,,,,,,,,,,,,
1099,Rainbow Readers 5 Workbook,0,,$892.00,Books,,,,,,,,,,,,,,,,
1126,Helix Flower Pencil Case,0,,$592.00,Stationery,,,,,,,,,,,,,,,,
1140,Caribbean School Atlas,9,,"$2,689.00",Books,,,,,,,,,,,,,,,,
1157,Bond Verbal Reasoning 8-9,0,,"$4,084.00",Books,,,,,,,,,,,,,,,,
833,LADY BUG,7,,"$3,597.00",CRAFT,,,,,,,,,,,,,,,,
865,Crick Crack Monkey,5,,"$4,612.00",Old Stock,,,,,,,,,,,,,,,,
892,how does my body work,0,,$480.00,Old Stock,,,,,,,,,,,,,,,,
919,EASY PASS FOR GSAT SOCIAL STUDIES 4-6,1,,$921.00,NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
1022,SMALL INVOICE WITH CARBON,14,,"$4,498.00",Stationery,,,,,,,,,,,,,,,,
1048,Crayola 12 pk Pencil Crayon,36,,"$3,284.00",Stationery,,,,,,,,,,,,,,,,
1071,Infant Integrated Studies wkbk2,21,,"$4,736.00",Books,,,,,,,,,,,,,,,,
1100,Rainbow Reader Workbook 6,8,,"$3,935.00",Books,,,,,,,,,,,,,,,,
1127,Helix Wave Pencil Case,0,,"$1,936.00",Stationery,,,,,,,,,,,,,,,,
1141,CTL LANGUAGE ARTS BK 1,4,,"$4,122.00",Books,,,,,,,,,,,,,,,,
1158,Bond Assesment Non-verbal 8-9,0,,"$3,733.00",Books,,,,,,,,,,,,,,,,
1171,Mastering Comprehension Skills Grade 4,0,,$625.00,Books,,,,,,,,,,,,,,,,
1198,PREMIUM Modeling Clay,1,,"$4,692.00",Stationery,,,,,,,,,,,,,,,,
834,CAPITAL  LETTERS,0,,"$4,686.00",CRAFT,,,,,,,,,,,,,,,,
866,Macbeth - Nelson Shakespeare,3,,"$1,402.00",Old Stock,,,,,,,,,,,,,,,,
893,New Caribbean Junior Reader 1,0,,$721.00,Old Stock,,,,,,,,,,,,,,,,
920,LET'S HAVE FUN WITH SPANISH BOOK 2,1,,"$4,537.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
1023,WHITE ROUNDNECK BLOUSE 16,4,,"$2,260.00",Uniform,,,,,,,,,,,,,,,,
1049,4 QUIRE ROBIN,4,,$400.00,Stationery,,,,,,,,,,,,,,,,
1072,Infant Integrated Math wkbk1,6,,$931.00,Books,,,,,,,,,,,,,,,,
1101,Mission Science Workbook 6,6,,"$2,200.00",Books,,,,,,,,,,,,,,,,
1128,Sarget Art Jumbo Pencils,0,,"$2,513.00",Stationery,,,,,,,,,,,,,,,,
1142,CTL MATHEMATICS BK 1,18,,"$2,301.00",Books,,,,,,,,,,,,,,,,
1159,JAMAICA PRIMARY SS NSC SB,0,,"$4,384.00",Books,,,,,,,,,,,,,,,,
1172,Carlong First Steps in Science Year 6,1,,$997.00,Books,,,,,,,,,,,,,,,,
1199,GLITTER TUBE  GREEN,0,,"$4,231.00",Stationery,,,,,,,,,,,,,,,,
835,GLITTER ROOM DECO,0,,$146.00,CRAFT,,,,,,,,,,,,,,,,
867,Geography WBK 2,1,,"$4,529.00",Old Stock,,,,,,,,,,,,,,,,
894,Culture workbook,0,,"$3,557.00",Old Stock,,,,,,,,,,,,,,,,
921,HODDER COMPEREHENSION BK6,7,,"$1,089.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
1050,3 QUIRE ROBIN,11,,$822.00,Stationery,,,,,,,,,,,,,,,,
1073,Infant Integrated Phonics Wkbk3,19,,"$3,065.00",Books,,,,,,,,,,,,,,,,
1102,Jamaica Primary S/S Workbook 6,27,,"$3,891.00",Books,,,,,,,,,,,,,,,,
1129,Helix Cambridge Maths Set,3,,"$3,156.00",Stationery,,,,,,,,,,,,,,,,
1143,CARLONG PRACTICS PAPER LANGUAGE,2,,"$2,556.00",Books,,,,,,,,,,,,,,,,
1160,Max HD- STAPLES,21,,"$4,689.00",Stationery,,,,,,,,,,,,,,,,
1173,Carlong Practice Papers Science for PEP,8,,"$3,676.00",Books,,,,,,,,,,,,,,,,
1200,GLITTER TUBE  SLIVER,0,,"$4,595.00",Stationery,,,,,,,,,,,,,,,,
836,STAR/ SEA ANIMALS,0,,"$2,249.00",CRAFT,,,,,,,,,,,,,,,,
868,GEOGRAPHY WORK FOR CSEC,3,,"$1,115.00",Old Stock,,,,,,,,,,,,,,,,
895,Discovering Numeracy,1,,"$2,647.00",Old Stock,,,,,,,,,,,,,,,,
922,HEALTH & FAMILY LIFE EDUCATION BK 1,5,,"$1,783.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
1051,2 QUIRE ROBIN,5,,"$2,358.00",Stationery,,,,,,,,,,,,,,,,
1074,Infant Integrated Studies Wkbk3,16,,"$4,241.00",Books,,,,,,,,,,,,,,,,
1103,Language Tree SB 6,5,,"$2,533.00",Books,,,,,,,,,,,,,,,,
1130,MEAD H/C BOOK,116,,"$3,694.00",Books,,,,,,,,,,,,,,,,
1144,COLLINS S/S JAMAICA ATLAS,11,,"$3,789.00",Books,,,,,,,,,,,,,,,,
1161,STUDMARK MINI STAPLER,0,,"$4,000.00",Stationery,,,,,,,,,,,,,,,,
1174,Carlong Practice Papers Social Studies for PEP,1,,$484.00,Books,,,,,,,,,,,,,,,,
1201,STUDENT DOUBLE DECK PENCILE BOX,0,,"$1,453.00",Stationery,,,,,,,,,,,,,,,,
837,GLITTER HAPPY BIRTHDAY,0,,$792.00,CRAFT,,,,,,,,,,,,,,,,
869,Information Tech. for CXC,4,,"$4,729.00",Old Stock,,,,,,,,,,,,,,,,
